metacountry;metacountry_label;country;start_precision;start;end_precision;end;;;;
Metastate_Q29;Испания;Q2277;;-16.01.27;;17.01.395;;;;
Metastate_Q29;Испания;Q42834;;17.01.395;;4.09.476;;;;
Metastate_Q29;Испания;Q23693;2;1.01.395;2;1.01.415;;;;
Metastate_Q29;Испания;Q126936;2;1.01.415;2;1.01.721;;;;
Metastate_Q29;Испания;Q836676;2;1.01.1231;2;1.01.1344;;;;
Metastate_Q29;Испания;Q199442;1;1.02.1035;;23.01.1516;;;;
Metastate_Q29;Испания;Q179293;;27.12.1065;;23.09.1230;;;;
Metastate_Q29;Испания;Q217196;;23.09.1230;;1.11.1700;;;;
Metastate_Q29;Испания;Q142417;;28.09.1238;;1.11.1700;;;;
Metastate_Q29;Испания;Q3446210;4;1.01.840;2;1.01.905;;;;
Metastate_Q29;Испания;Q200262;2;1.01.905;2;01.01.1620;;;;
Metastate_Q29;Испания;Q303421;2;01.01.409;;11.12.1230;;;;
Metastate_Q29;Испания;Q231392;2;01.01.718;2;01.01.924;;;;
Metastate_Q29;Испания;Q175276;2;01.01.910;;11.12.1230;;;;
Metastate_Q29;Испания;Q600093;;27.01.1516;;01.11.1700;;;;
Metastate_Q29;Испания;Q100996744;;01.11.1700;;06.05.1808;;;;
Metastate_Q29;Испания;Q1709185;;06.05.1808;;11.12.1813;;;;
Metastate_Q29;Испания;Q100997640;;11.12.1813;;11.02.1873;;;;
Metastate_Q29;Испания;Q497777;;12.02.1873;;30.12.1874;;;;
Metastate_Q29;Испания;Q1044536;;29.12.1874;;14.04.1931;;;;
Metastate_Q29;Испания;Q178038;;14.04.1931;;03.03.1939;;;;
Metastate_Q29;Испания;Q13474305;;1.10.1936;;20.11.1975;;;;
Metastate_Q29;Испания;Q29;;22.11.1975;;по наст. время;;;;
Metastate_Q79965;Золотая Орда;Q79965;2;1.01.1243;2;1.01.1459;;;;
Metastate_Q79965;Золотая Орда;Q2341105;2;1.01.1432;2;1.01.1502;;;;
Metastate_Q16;Канада;Q170604;;24.07.1534;;10.02.1763;;;;
Metastate_Q16;Канада;Q251668;;10.02.1763;;26.12.1791;;;;
Metastate_Q16;Канада;Q7721124;;26.12.1791;;10.02.1841;;;;
Metastate_Q16;Канада;Q1121436;;10.02.1841;;01.07.1867;;;;
Metastate_Q16;Канада;Q3456436;;22.02.1838;;9.11.1838;;;;
Metastate_Q16;Канада;Q16;;01.07.1867;;по наст. время;;;;
Metastate_Q36;Польша;Q5124786;2;01.01.960;;18.04.1025;;;;
Metastate_Q36;Польша;Q8890160;;18.04.1025;;01.07.1569;;;;
Metastate_Q36;Польша;Q172107;;01.07.1569;;24.10.1795;;;;
Metastate_Q36;Польша;Q171348;;01.07.1569;;25.11.1795;;;;
Metastate_Q36;Польша;Q152115;;22.07.1807;;22.05.1815;;;;
Metastate_Q36;Польша;Q2396442;;20.10.1740;;11.11.1918;;;;
Metastate_Q36;Польша;Q221457;2;01.01.1815;;02.03.1917;;;;
Metastate_Q36;Польша;Q696908;;14.01.1917;;11.11.1918;;;;
Metastate_Q36;Польша;Q207272;;11.12.1922;;30.09.1939;;;;
Metastate_Q36;Польша;Q156111;;26.10.1939;;18.01.1945;;;;
Metastate_Q36;Польша;Q211274;;31.12.1943;;31.12.1989;;;;
Metastate_Q36;Польша;Q36;;31.12.1989;;по наст. время;;;;
Metastate_Q12548;Священная Римская империя;Q12548;;2.02.962;;6.08.1806;;;;
Metastate_Q159;Россия;Q1392840;2;1.01.862;2;1.01.882;;;;
Metastate_Q159;Россия;Q1108445;2;1.01.882;;14.11.1263;;;;
Metastate_Q159;Россия;Q83546;;4.06.1157;;27.02.1425;;;;
Metastate_Q159;Россия;Q170770;2;1.01.1263;;16.01.1547;;;;
Metastate_Q159;Россия;Q84314069;;16.01.1547;;22.10.1721;;;;
Metastate_Q159;Россия;Q34266;;22.10.1721;;1.09.1917;;;;
Metastate_Q159;Россия;Q139319;;1.09.1917;;25.10.1917;;;;
Metastate_Q159;Россия;Q2184;;25.10.1917;;25.12.1991;;;;
Metastate_Q159;Россия;Q15180;;30.12.1922;;26.12.1991;;;;
Metastate_Q159;Россия;Q159;;25.12.1991;;по наст. время;;;;
Metastate_Q159;Россия;Q4398229;;23.09.1918;;7.02.1920;;;;
Metastate_Q159;Россия;Metastate_Q79965;4;1.01.1201;2;1.01.1480;;;;
Metastate_Q30;Соединённые Штаты Америки;Q30;;04.07.1776;;по наст. время;;;;
Metastate_Q30;Соединённые Штаты Америки;Q81931;;04.02.1861;;10.05.1865;;;;
Metastate_Q43;Турция;Q4496560;4;-01.01.2300;4;-01.01.1800;;;;
Metastate_Q43;Турция;Q13053139;4;-01.01.1800;3;-01.01.1178;;;;
Metastate_Q43;Турция;Q32579;4;-01.01.1526;3;-01.01.546;;;;
Metastate_Q43;Турция;Q620765;2;-01.01.795;4;-01.01.301;;;;
Metastate_Q43;Турция;Q7380487;2;-01.01.281;2;01.01.64;;;;
Metastate_Q43;Турция;Q217265;4;-01.01.350;4;-01.01.334;;;;
Metastate_Q43;Турция;Q29654286;2;-01.01.331;2;01.01.17;;;;
Metastate_Q43;Турция;Q373189;4;-01.01.376;2;-01.01.74;;;;
Metastate_Q43;Турция;Q2277;;-16.01.27;;17.01.395;;;;
Metastate_Q43;Турция;Q12544;;11.05.330;;29.05.1453;;;;
Metastate_Q43;Турция;Q975405;2;1.01.1077;2;1.01.1308;;;;
Metastate_Q43;Турция;Q4338046;2;1.01.1277;2;1.01.1299;;;;
Metastate_Q43;Турция;Q12560;2;1.01.1299;;18.11.1922;;;;
Metastate_Q43;Турция;Q131401;;03.07.1918;;03.03.1924;;;;
Metastate_Q43;Турция;Q43;;29.10.1923;;по наст. время;;;;
Metastate_Q212;Украина;Q1108445;4;1.01.862;2;1.01.1132;;;;
Metastate_Q212;Украина;Q1322662;2;1.01.1024;2;1.01.1401;;;;
Metastate_Q212;Украина;Q4097563;4;1.01.1200;2;1.01.1401;;;;
Metastate_Q212;Украина;Q1261908;2;01.01.1054;4;01.01.1201;;;;
Metastate_Q212;Украина;Q1483430;2;01.01.1132;2;01.01.1471;;;;
Metastate_Q212;Украина;Q3403551;2;01.01.1141;2;01.01.1199;;;;
Metastate_Q212;Украина;Q239502;2;1.01.1199;2;1.01.1452;;;;
Metastate_Q212;Украина;Q457167;;18.10.1918;;18.07.1919;;;;
Metastate_Q212;Украина;Q34266;2;01.01.1764;;1.09.1917;;;;
Metastate_Q212;Украина;Q243610;;20.11.1917;2;01.01.1948;;;;
Metastate_Q212;Украина;Q950644;;15.03.1939;;18.03.1939;;;;
Metastate_Q212;Украина;Q4470663;;30.06.1941;;12.07.1941;;;;
Metastate_Q212;Украина;Q46315;;01.09.1941;;10.11.1944;;;;
Metastate_Q212;Украина;Q2381337;;12.12.1917;2;01.01.1918;;;;
Metastate_Q212;Украина;Q4470459;;19.03.1918;1;01.04.1918;;;;
Metastate_Q212;Украина;Q133356;;10.03.1919;;24.08.1991;;;;
Metastate_Q212;Украина;Q212;;24.08.1991;;по наст. время;;;;
Metastate_Q212;Украина;Q212439;2;01.01.1506;2;01.01.1660;;;;
Metastate_Q212;Украина;Q842604;2;01.01.1660;2;01.01.1704;;;;
Metastate_Q212;Украина;Q12166866;2;01.01.1668;2;01.01.1698;;;;
Metastate_Q212;Украина;Q1068981;2;01.01.1660;2;01.01.1708;;;;
Metastate_Q212;Украина;Q212439;2;01.01.1708;2;01.01.1764;;;;
Metastate_Q212;Украина;Q1508143;;29.04.1918;;14.12.1918;;;;
Metastate_Q212;Украина;Metastate_Q79965;2;1.01.1301;2;1.01.1362;;;;
Metastate_Q212;Украина;Q49683;3;01.01.1236;;25.11.1795;;;;
Metastate_Q212;Украина;Q172107;;01.07.1569;;24.10.1795;;;;
